No.,Review_Text,Sentiment_Label,review_length,tokens,Cleaned_review
7740001,despite low price im really surprised awesome case fits perfectly well made covers tablet protects well offering good access ports magnets great job keeping closed allow fold stand stand works exceptionally well little straight read long periods balance stand tipping back works great texture case also awesome grippy sticky easy hold ontobr br highly recommended,1,55,"['despite', 'low', 'price', 'im', 'really', 'surprised', 'awesome', 'case', 'fit', 'perfectly', 'well', 'made', 'cover', 'tablet', 'protects', 'well', 'offering', 'good', 'access', 'port', 'magnet', 'great', 'job', 'keeping', 'closed', 'allow', 'fold', 'stand', 'stand', 'work', 'exceptionally', 'well', 'little', 'straight', 'read', 'long', 'period', 'balance', 'stand', 'tipping', 'back', 'work', 'great', 'texture', 'case', 'also', 'awesome', 'grippy', 'sticky', 'easy', 'hold', 'ontobr', 'br', 'highly', 'recommended']",despite low price im really surprised awesome case fit perfectly well made cover tablet protects well offering good access port magnet great job keeping closed allow fold stand stand work exceptionally well little straight read long period balance stand tipping back work great texture case also awesome grippy sticky easy hold ontobr br highly recommended
7750001,battery life absolute lose percent minute using never buying android garbage,0,11,"['battery', 'life', 'absolute', 'lose', 'percent', 'minute', 'using', 'never', 'buying', 'android', 'garbage']",battery life absolute lose percent minute using never buying android garbage
7760001,still getting used kindle,1,4,"['still', 'getting', 'used', 'kindle']",still getting used kindle
7770001,works fine power light would star mine plugged surge protector worked fine plugged couple days later wasnt working took awhile realized phone charger plugged surge protector wasnt working either thats found breaker surge protector tripped turned power light usb port like others market would known immediately works okay,1,48,"['work', 'fine', 'power', 'light', 'would', 'star', 'mine', 'plugged', 'surge', 'protector', 'worked', 'fine', 'plugged', 'couple', 'day', 'later', 'wasnt', 'working', 'took', 'awhile', 'realized', 'phone', 'charger', 'plugged', 'surge', 'protector', 'wasnt', 'working', 'either', 'thats', 'found', 'breaker', 'surge', 'protector', 'tripped', 'turned', 'power', 'light', 'usb', 'port', 'like', 'others', 'market', 'would', 'known', 'immediately', 'work', 'okay']",work fine power light would star mine plugged surge protector worked fine plugged couple day later wasnt working took awhile realized phone charger plugged surge protector wasnt working either thats found breaker surge protector tripped turned power light usb port like others market would known immediately work okay
7790001,say im pleasedmy wife surprised regular sized ipad choose cover since unable find really looking choose thinking somewhat stopgap measure found really looking forvery pleasant surprise causes look way expected great fit made apples exact specs fits perfectly meets needs thanks great product,1,43,"['say', 'im', 'pleasedmy', 'wife', 'surprised', 'regular', 'sized', 'ipad', 'choose', 'cover', 'since', 'unable', 'find', 'really', 'looking', 'choose', 'thinking', 'somewhat', 'stopgap', 'measure', 'found', 'really', 'looking', 'forvery', 'pleasant', 'surprise', 'cause', 'look', 'way', 'expected', 'great', 'fit', 'made', 'apple', 'exact', 'spec', 'fit', 'perfectly', 'meet', 'need', 'thanks', 'great', 'product']",say im pleasedmy wife surprised regular sized ipad choose cover since unable find really looking choose thinking somewhat stopgap measure found really looking forvery pleasant surprise cause look way expected great fit made apple exact spec fit perfectly meet need thanks great product
7800001,doesnt charge phone tablet properly plunged appropriate usb outlets left charging overnight neither fully charged morningbr br wifi pretty slow device wellbr br im returning,0,25,"['doesnt', 'charge', 'phone', 'tablet', 'properly', 'plunged', 'appropriate', 'usb', 'outlet', 'left', 'charging', 'overnight', 'neither', 'fully', 'charged', 'morningbr', 'br', 'wifi', 'pretty', 'slow', 'device', 'wellbr', 'br', 'im', 'returning']",doesnt charge phone tablet properly plunged appropriate usb outlet left charging overnight neither fully charged morningbr br wifi pretty slow device wellbr br im returning
7810001,battery works great affordable realizable replacement original apple banters seller also helpful easy communicate would buy recommend,1,17,"['battery', 'work', 'great', 'affordable', 'realizable', 'replacement', 'original', 'apple', 'banter', 'seller', 'also', 'helpful', 'easy', 'communicate', 'would', 'buy', 'recommend']",battery work great affordable realizable replacement original apple banter seller also helpful easy communicate would buy recommend
7820001,handy way store data works great,1,6,"['handy', 'way', 'store', 'data', 'work', 'great']",handy way store data work great
7830001,tight fit type cover fits much nicer without cover overall seems well contructedbr br magnet flap works nicely likes stick surface try slide sleeve charger sort fits back pocket would say expect carry charger sleeve comfortablybr br good protection good ease use overall would recommend,1,45,"['tight', 'fit', 'type', 'cover', 'fit', 'much', 'nicer', 'without', 'cover', 'overall', 'seems', 'well', 'contructedbr', 'br', 'magnet', 'flap', 'work', 'nicely', 'like', 'stick', 'surface', 'try', 'slide', 'sleeve', 'charger', 'sort', 'fit', 'back', 'pocket', 'would', 'say', 'expect', 'carry', 'charger', 'sleeve', 'comfortablybr', 'br', 'good', 'protection', 'good', 'ease', 'use', 'overall', 'would', 'recommend']",tight fit type cover fit much nicer without cover overall seems well contructedbr br magnet flap work nicely like stick surface try slide sleeve charger sort fit back pocket would say expect carry charger sleeve comfortablybr br good protection good ease use overall would recommend
7850001,fast install looks great packaging great simple picture install guide beginners covers pcb nicely nothing add temp reason purchasebr br added pictures guysbr br note paid warehouse part new would recommend suggested price anything higher might unnecessary,1,37,"['fast', 'install', 'look', 'great', 'packaging', 'great', 'simple', 'picture', 'install', 'guide', 'beginner', 'cover', 'pcb', 'nicely', 'nothing', 'add', 'temp', 'reason', 'purchasebr', 'br', 'added', 'picture', 'guysbr', 'br', 'note', 'paid', 'warehouse', 'part', 'new', 'would', 'recommend', 'suggested', 'price', 'anything', 'higher', 'might', 'unnecessary']",fast install look great packaging great simple picture install guide beginner cover pcb nicely nothing add temp reason purchasebr br added picture guysbr br note paid warehouse part new would recommend suggested price anything higher might unnecessary
7870001,supposed new unit turns used already programmed another address buyer beware,0,11,"['supposed', 'new', 'unit', 'turn', 'used', 'already', 'programmed', 'another', 'address', 'buyer', 'beware']",supposed new unit turn used already programmed another address buyer beware
7880001,perfect durable dropped accidentally intentionallyon cement yearold numerous occasions case really shields kindle well protected completely design texture helps fit well childs hand spongy rubberish material easy grip highly recommended,1,30,"['perfect', 'durable', 'dropped', 'accidentally', 'intentionallyon', 'cement', 'yearold', 'numerous', 'occasion', 'case', 'really', 'shield', 'kindle', 'well', 'protected', 'completely', 'design', 'texture', 'help', 'fit', 'well', 'child', 'hand', 'spongy', 'rubberish', 'material', 'easy', 'grip', 'highly', 'recommended']",perfect durable dropped accidentally intentionallyon cement yearold numerous occasion case really shield kindle well protected completely design texture help fit well child hand spongy rubberish material easy grip highly recommended
7900001,works good macps gameplay,1,4,"['work', 'good', 'macps', 'gameplay']",work good macps gameplay
7910001,completely opened makes think used product,0,6,"['completely', 'opened', 'make', 'think', 'used', 'product']",completely opened make think used product
7920001,bought different color macbooks simple light weight roller middle scrolling purposes easy connect via bluetooth takes aaa batteries weve months happy price item,1,23,"['bought', 'different', 'color', 'macbooks', 'simple', 'light', 'weight', 'roller', 'middle', 'scrolling', 'purpose', 'easy', 'connect', 'via', 'bluetooth', 'take', 'aaa', 'battery', 'weve', 'month', 'happy', 'price', 'item']",bought different color macbooks simple light weight roller middle scrolling purpose easy connect via bluetooth take aaa battery weve month happy price item
7930001,easy install audio sounded good except left right channels mixed tried everywhere solution find anything might received lemon dont know,0,20,"['easy', 'install', 'audio', 'sounded', 'good', 'except', 'left', 'right', 'channel', 'mixed', 'tried', 'everywhere', 'solution', 'find', 'anything', 'might', 'received', 'lemon', 'dont', 'know']",easy install audio sounded good except left right channel mixed tried everywhere solution find anything might received lemon dont know
7940001,purchaser items always user aware problem someone complains complaint item,1,10,"['purchaser', 'item', 'always', 'user', 'aware', 'problem', 'someone', 'complains', 'complaint', 'item']",purchaser item always user aware problem someone complains complaint item
